Severity,Temperature_C,Wind_Speed_kmh,Visibility_km,Precipitation_mm,Humidity_pct,Pressure_hPa,Speed_Limit,Weather_Condition,Road_Type,Hour,Day_of_Week,Month,State,Junction,Traffic_Signal,Crossing,Stop,Amenity,Country
2,29.5,11.3,12.0,0.0,86.2,1015.65,60,Clear,City Street,13,Monday,2,"Mysuru, Karnataka",0,1,1,0,0,India
4,33.0,38.1,8.4,0.0,69.0,1012.73,50,Clear,National Highway,8,Friday,12,"Mangaluru, Karnataka",0,0,0,0,0,India
3,19.9,5.0,5.4,0.0,80.2,998.21,30,Cloudy,National Highway,5,Friday,11,"Bengaluru, Karnataka",1,1,1,0,0,India
2,38.1,6.2,4.8,0.0,38.8,1010.55,50,Clear,City Street,20,Wednesday,7,"Mysuru, Karnataka",1,0,0,0,0,India
2,31.0,15.3,9.0,0.0,61.6,1024.17,60,Clear,City Street,20,Wednesday,11,"Mysuru, Karnataka",0,1,0,0,1,India
4,27.8,10.4,11.3,4.06,30.1,1015.58,80,Heavy Rain,City Street,16,Friday,10,"Bengaluru, Karnataka",0,1,0,0,0,India
1,27.2,9.0,5.9,0.0,83.0,1007.5,40,Clear,State Highway,10,Monday,11,"Bengaluru, Karnataka",1,0,0,0,0,India
3,22.5,10.3,10.5,0.0,50.3,1012.72,40,Fog,City Street,10,Sunday,2,"Mysuru, Karnataka",0,1,0,0,1,India
3,23.9,10.5,10.5,8.02,50.0,1008.04,120,Rain,City Street,17,Sunday,9,"Bengaluru, Karnataka",0,1,1,0,0,India
4,37.6,17.4,9.5,2.65,36.0,1015.07,120,Rain,National Highway,20,Wednesday,3,"Bengaluru, Karnataka",0,0,1,0,1,India
3,23.1,13.2,7.2,0.0,71.7,1005.93,60,Clear,City Street,20,Friday,8,"Hubballi, Karnataka",0,1,0,0,1,India
2,23.0,37.8,10.7,0.0,66.1,1016.04,30,Clear,Ring Road,18,Thursday,5,"Bengaluru, Karnataka",0,1,1,0,0,India
3,24.5,35.5,9.6,0.0,53.8,1014.6,60,Cloudy,National Highway,16,Friday,5,"Mysuru, Karnataka",0,1,1,0,1,India
1,22.0,6.6,12.9,0.0,68.9,1013.21,40,Clear,State Highway,5,Sunday,7,"Hubballi, Karnataka",0,0,1,0,0,India
3,28.1,0.4,6.1,0.0,53.3,1020.35,80,Clear,State Highway,7,Wednesday,8,"Mysuru, Karnataka",1,1,1,0,0,India
1,33.4,0.1,10.3,0.0,38.6,1015.03,50,Clear,National Highway,20,Wednesday,2,"Belagavi, Karnataka",1,0,0,0,0,India
1,24.9,1.6,6.2,0.0,59.5,1015.11,50,Clear,Rural Road,15,Saturday,5,"Bengaluru, Karnataka",0,0,0,0,0,India
2,21.1,0.9,9.3,0.0,89.7,1015.63,40,Clear,State Highway,0,Monday,2,"Bengaluru, Karnataka",0,0,0,0,0,India
2,29.5,5.6,6.7,15.76,79.6,1013.57,60,Rain,City Street,6,Tuesday,9,"Mysuru, Karnataka",1,0,0,0,1,India
1,27.7,0.7,7.2,0.0,71.8,1012.32,50,Clear,City Street,16,Monday,2,"Belagavi, Karnataka",1,0,1,1,1,India
2,33.0,11.8,10.0,0.0,68.7,1006.61,60,Clear,City Street,0,Saturday,8,"Mysuru, Karnataka",0,1,0,0,1,India
1,25.7,2.5,8.3,0.0,59.6,1006.68,50,Cloudy,National Highway,7,Thursday,10,"Hubballi, Karnataka",0,0,0,0,0,India
2,26.7,8.7,14.4,1.86,76.0,1012.16,50,Thunderstorm,National Highway,14,Monday,2,"Mysuru, Karnataka",1,1,1,0,0,India
2,27.3,1.3,13.5,0.0,73.5,1013.05,80,Clear,National Highway,17,Wednesday,1,"Mangaluru, Karnataka",1,0,0,0,0,India
1,28.4,21.1,12.4,0.0,63.8,1010.09,40,Clear,National Highway,16,Saturday,1,"Mysuru, Karnataka",1,0,0,0,1,India
2,26.0,18.2,12.4,0.0,68.0,1007.59,100,Cloudy,State Highway,8,Monday,8,"Hubballi, Karnataka",1,0,0,0,0,India
3,25.2,5.9,10.4,0.0,40.9,1009.32,30,Fog,City Street,17,Tuesday,10,"Mysuru, Karnataka",1,0,1,0,1,India
2,18.7,29.0,13.9,14.15,57.8,1009.74,40,Rain,State Highway,8,Saturday,11,"Bengaluru, Karnataka",0,0,1,0,0,India
1,25.2,2.5,9.1,0.0,47.1,1011.38,60,Cloudy,City Street,9,Monday,3,"Bengaluru, Karnataka",0,0,0,0,0,India
2,31.6,20.2,15.0,0.0,46.8,1008.89,120,Clear,State Highway,17,Sunday,2,"Hubballi, Karnataka",0,1,0,0,0,India
3,32.3,9.5,7.2,0.0,72.1,1015.83,100,Cloudy,City Street,16,Tuesday,11,"Mysuru, Karnataka",0,1,0,0,0,India
1,25.6,4.8,6.6,0.0,46.0,1009.45,50,Clear,Ring Road,19,Monday,3,"Bengaluru, Karnataka",0,0,0,1,0,India
2,34.5,1.1,5.8,0.0,76.5,1006.78,50,Cloudy,National Highway,16,Monday,10,"Belagavi, Karnataka",0,0,0,1,1,India
1,27.9,2.3,6.3,9.23,80.5,1009.6,50,Rain,Rural Road,14,Friday,5,"Mysuru, Karnataka",0,0,1,0,0,India
4,21.3,23.8,5.1,16.23,64.1,1004.49,60,Thunderstorm,City Street,5,Monday,8,"Bengaluru, Karnataka",1,0,1,0,0,India
1,19.7,11.2,10.6,0.0,55.9,1020.07,50,Clear,City Street,10,Friday,2,"Hubballi, Karnataka",0,1,0,0,0,India
1,34.1,3.2,12.6,0.0,80.5,1013.28,40,Clear,City Street,8,Wednesday,4,"Belagavi, Karnataka",0,1,1,0,0,India
3,26.1,8.2,10.1,0.0,73.3,1009.94,80,Cloudy,State Highway,8,Saturday,3,"Hubballi, Karnataka",1,1,0,0,0,India
3,21.9,1.4,5.8,1.45,82.9,1017.08,80,Rain,National Highway,22,Monday,7,"Hubballi, Karnataka",1,1,0,0,0,India
3,16.7,1.2,8.6,3.56,48.8,1008.97,100,Rain,National Highway,11,Wednesday,2,"Mangaluru, Karnataka",0,0,0,0,0,India
2,26.0,28.6,12.5,0.0,61.1,1009.83,50,Clear,City Street,20,Thursday,7,"Mangaluru, Karnataka",0,0,0,0,0,India
1,30.0,7.3,9.0,0.0,61.7,1006.48,40,Clear,Ring Road,16,Saturday,5,"Bengaluru, Karnataka",0,0,0,0,1,India
2,24.5,5.4,7.6,0.0,68.1,1005.3,40,Cloudy,City Street,18,Thursday,1,"Mysuru, Karnataka",1,0,0,0,0,India
3,22.7,35.7,5.5,0.0,74.4,1011.05,50,Clear,State Highway,13,Friday,5,"Bengaluru, Karnataka",1,1,0,0,0,India
3,25.3,6.1,8.7,2.41,67.1,1015.32,40,Heavy Rain,City Street,14,Friday,11,"Hubballi, Karnataka",0,1,0,0,0,India
3,34.2,4.9,7.9,0.0,85.0,1005.61,50,Cloudy,City Street,13,Tuesday,12,"Belagavi, Karnataka",0,1,0,1,0,India
2,21.0,3.8,9.7,23.4,59.4,1008.8,30,Rain,State Highway,7,Wednesday,7,"Mangaluru, Karnataka",1,0,1,0,0,India
1,24.8,10.0,11.4,0.0,49.3,1008.98,40,Cloudy,National Highway,17,Saturday,12,"Mangaluru, Karnataka",1,0,1,0,0,India
1,34.1,9.8,9.2,7.13,55.0,1013.86,50,Rain,National Highway,9,Monday,11,"Mangaluru, Karnataka",0,0,0,0,0,India
2,30.5,0.2,10.6,0.0,53.1,1007.84,40,Clear,Rural Road,1,Sunday,4,"Mysuru, Karnataka",0,0,0,0,1,India
2,28.9,12.7,11.4,18.12,58.2,1013.77,40,Rain,City Street,16,Friday,1,"Bengaluru, Karnataka",0,1,0,0,0,India
2,24.8,18.6,6.3,0.0,61.0,1013.58,30,Clear,State Highway,7,Wednesday,6,"Hubballi, Karnataka",0,0,0,0,1,India
1,28.2,11.5,15.0,0.0,61.6,1006.69,30,Cloudy,State Highway,21,Saturday,2,"Belagavi, Karnataka",0,0,0,0,0,India
2,25.3,24.5,7.8,0.0,68.5,1008.53,40,Clear,City Street,22,Thursday,8,"Mysuru, Karnataka",0,1,0,0,0,India
1,23.7,3.9,11.5,0.0,58.1,1010.4,60,Cloudy,Ring Road,21,Friday,8,"Mysuru, Karnataka",1,1,0,0,1,India
2,22.6,2.6,6.6,0.0,80.7,1007.82,40,Clear,City Street,10,Monday,11,"Mysuru, Karnataka",0,0,0,0,0,India
4,31.9,14.3,10.3,0.0,35.9,1005.53,80,Clear,City Street,0,Saturday,5,"Mangaluru, Karnataka",0,1,1,1,1,India
3,27.7,2.5,10.4,1.91,31.6,1017.41,60,Thunderstorm,National Highway,21,Sunday,3,"Mysuru, Karnataka",1,0,0,1,1,India
1,29.6,1.1,15.0,0.0,80.0,1001.09,80,Clear,City Street,11,Monday,11,"Bengaluru, Karnataka",0,0,1,0,0,India
3,28.8,1.2,9.3,20.39,78.8,1011.16,50,Rain,National Highway,22,Tuesday,11,"Mangaluru, Karnataka",1,0,0,0,0,India
2,30.2,17.6,13.9,14.71,83.6,1016.82,30,Thunderstorm,City Street,22,Wednesday,5,"Belagavi, Karnataka",1,1,1,0,1,India
1,26.7,0.3,10.9,0.0,74.6,1005.97,30,Clear,State Highway,19,Thursday,5,"Mangaluru, Karnataka",0,1,1,0,0,India
1,25.6,4.1,15.0,0.0,65.0,1010.13,60,Cloudy,City Street,9,Sunday,11,"Bengaluru, Karnataka",0,0,0,0,1,India
4,23.9,1.7,4.7,0.0,61.1,1014.51,100,Clear,State Highway,11,Sunday,8,"Mangaluru, Karnataka",1,1,0,0,1,India
1,20.9,16.9,11.4,0.0,41.0,994.79,40,Clear,City Street,19,Friday,3,"Mysuru, Karnataka",0,0,0,0,0,India
4,22.4,8.4,2.0,0.0,67.2,1009.75,80,Cloudy,State Highway,9,Friday,12,"Hubballi, Karnataka",0,0,0,0,0,India
3,26.2,2.8,9.8,0.0,43.4,1002.14,60,Fog,State Highway,7,Saturday,12,"Belagavi, Karnataka",1,0,1,0,0,India
1,20.0,16.7,13.1,0.0,100.0,1014.82,60,Clear,City Street,14,Tuesday,5,"Mangaluru, Karnataka",0,0,0,0,0,India
1,21.1,16.7,14.3,0.0,49.5,1006.04,60,Cloudy,National Highway,21,Wednesday,5,"Mangaluru, Karnataka",0,1,1,0,0,India
1,33.2,8.9,12.2,0.0,63.9,1018.92,30,Cloudy,Ring Road,17,Friday,12,"Hubballi, Karnataka",0,0,0,0,1,India
4,29.1,3.9,9.1,10.39,87.6,1005.23,60,Heavy Rain,City Street,14,Sunday,2,"Bengaluru, Karnataka",1,1,1,1,0,India
1,25.7,10.6,11.6,0.0,59.5,1012.25,50,Clear,City Street,5,Sunday,10,"Hubballi, Karnataka",0,1,0,1,0,India
3,39.4,32.5,15.0,0.0,59.6,1005.62,80,Cloudy,City Street,15,Monday,9,"Mangaluru, Karnataka",0,1,0,0,0,India
1,19.8,0.6,10.2,0.0,26.2,1008.81,50,Cloudy,Rural Road,23,Sunday,4,"Bengaluru, Karnataka",0,0,0,0,0,India
1,32.9,3.7,12.9,0.0,45.4,1009.98,50,Cloudy,City Street,6,Sunday,3,"Mangaluru, Karnataka",0,0,0,0,0,India
3,27.4,4.0,8.7,0.0,73.4,1010.13,50,Fog,Ring Road,13,Monday,9,"Mangaluru, Karnataka",0,0,0,0,0,India
1,31.9,12.0,13.2,1.97,90.1,1018.27,50,Rain,National Highway,20,Monday,1,"Mysuru, Karnataka",1,1,0,1,0,India
1,28.5,12.6,12.7,0.0,51.6,1017.14,50,Clear,National Highway,17,Tuesday,1,"Mysuru, Karnataka",0,1,0,0,0,India
1,18.6,2.8,8.2,0.0,68.0,1006.25,40,Cloudy,City Street,17,Monday,8,"Bengaluru, Karnataka",0,1,0,0,0,India
1,28.5,2.9,12.3,0.0,100.0,1010.21,40,Clear,State Highway,17,Friday,5,"Belagavi, Karnataka",0,0,1,0,1,India
3,29.7,31.6,12.5,0.0,73.5,1004.18,50,Clear,State Highway,10,Wednesday,10,"Mysuru, Karnataka",1,1,0,0,1,India
3,17.0,16.9,12.2,0.0,79.6,1003.04,60,Cloudy,State Highway,9,Tuesday,9,"Mysuru, Karnataka",0,1,1,0,0,India
3,37.7,32.7,9.9,0.0,53.5,1006.67,50,Clear,State Highway,18,Saturday,3,"Hubballi, Karnataka",1,1,0,0,0,India
1,29.6,21.2,13.7,0.0,88.3,1018.42,60,Cloudy,City Street,18,Tuesday,11,"Mangaluru, Karnataka",0,0,1,0,0,India
4,31.4,6.2,7.2,20.47,54.6,1001.56,50,Thunderstorm,City Street,19,Friday,11,"Belagavi, Karnataka",1,0,0,0,0,India
1,22.2,1.6,10.0,0.0,52.0,1012.88,50,Clear,Ring Road,21,Sunday,12,"Belagavi, Karnataka",0,1,0,0,0,India
3,31.5,11.9,10.3,0.0,87.2,1012.3,50,Fog,City Street,13,Thursday,4,"Belagavi, Karnataka",1,0,1,0,0,India
1,33.4,5.2,13.5,0.0,55.4,1006.28,50,Cloudy,State Highway,13,Saturday,6,"Hubballi, Karnataka",1,0,0,0,0,India
1,29.3,6.6,7.1,0.0,64.9,1013.22,30,Cloudy,State Highway,18,Monday,8,"Bengaluru, Karnataka",0,1,1,0,0,India
1,28.0,6.7,10.7,0.39,89.4,1013.2,40,Rain,State Highway,16,Tuesday,4,"Mysuru, Karnataka",0,1,1,0,1,India
4,23.5,33.1,8.5,0.0,51.3,1009.81,50,Clear,City Street,17,Friday,9,"Mysuru, Karnataka",1,1,0,0,1,India
1,26.9,0.9,10.3,0.0,61.4,1009.25,40,Cloudy,National Highway,18,Friday,4,"Hubballi, Karnataka",1,0,0,0,0,India
1,25.4,2.6,11.2,0.0,55.8,1008.77,60,Cloudy,National Highway,20,Monday,8,"Hubballi, Karnataka",0,1,0,0,0,India
4,30.9,11.2,6.2,0.0,60.1,1005.78,80,Clear,Ring Road,10,Sunday,3,"Mangaluru, Karnataka",0,1,0,0,0,India
4,23.8,25.8,13.8,0.0,65.6,1010.83,40,Fog,City Street,10,Sunday,12,"Mangaluru, Karnataka",1,1,1,0,0,India
3,30.8,30.0,11.3,7.97,85.1,1007.47,30,Rain,National Highway,5,Monday,4,"Mysuru, Karnataka",0,1,1,0,0,India
2,23.8,9.8,7.4,0.0,89.6,1010.81,80,Clear,National Highway,14,Saturday,5,"Mangaluru, Karnataka",0,1,0,1,0,India
3,26.7,0.4,9.0,0.0,67.3,1006.95,50,Clear,Rural Road,2,Monday,4,"Mysuru, Karnataka",1,1,0,0,1,India
1,31.1,5.4,14.5,0.0,54.1,1006.71,30,Cloudy,Rural Road,12,Monday,6,"Mysuru, Karnataka",1,0,0,0,0,India
2,24.5,30.1,11.2,0.0,75.2,1007.28,50,Clear,State Highway,14,Friday,1,"Hubballi, Karnataka",1,0,0,1,0,India
1,31.3,8.3,7.1,0.0,65.1,1016.35,30,Cloudy,State Highway,9,Monday,11,"Hubballi, Karnataka",0,1,1,0,0,India
3,30.8,15.6,7.6,0.0,65.6,1003.11,60,Clear,City Street,15,Wednesday,9,"Mysuru, Karnataka",1,0,0,0,0,India
3,26.6,3.8,11.9,0.0,49.5,1018.86,50,Cloudy,City Street,2,Wednesday,10,"Mangaluru, Karnataka",0,1,0,1,0,India
3,33.8,0.3,12.2,0.0,40.7,1013.84,100,Clear,City Street,2,Friday,3,"Belagavi, Karnataka",1,0,1,1,1,India
1,28.4,10.4,11.1,0.0,64.7,1002.18,50,Clear,City Street,19,Saturday,4,"Mysuru, Karnataka",1,0,0,0,0,India
3,33.5,21.6,9.1,0.0,49.0,1007.11,100,Cloudy,Ring Road,10,Tuesday,10,"Belagavi, Karnataka",0,1,0,0,0,India
4,37.0,50.0,12.4,0.0,57.0,1001.89,80,Cloudy,State Highway,6,Tuesday,10,"Bengaluru, Karnataka",0,0,0,0,1,India
4,26.8,22.5,9.1,5.79,87.2,1013.23,60,Thunderstorm,National Highway,13,Sunday,6,"Mangaluru, Karnataka",1,1,0,0,0,India
3,31.2,9.7,7.4,7.25,63.9,1016.38,50,Heavy Rain,City Street,18,Monday,12,"Belagavi, Karnataka",0,0,0,0,1,India
1,24.8,11.3,14.8,0.0,81.6,1011.15,50,Clear,City Street,7,Thursday,10,"Hubballi, Karnataka",0,1,0,0,0,India
1,22.8,20.9,11.5,0.0,69.4,1016.1,50,Clear,Rural Road,15,Thursday,9,"Hubballi, Karnataka",1,0,1,0,0,India
1,27.0,0.2,7.6,12.48,73.8,1010.92,30,Rain,National Highway,5,Saturday,5,"Mysuru, Karnataka",1,0,1,1,1,India
4,21.2,36.4,10.4,0.0,56.7,1014.85,60,Fog,City Street,4,Tuesday,1,"Hubballi, Karnataka",1,1,0,1,0,India
2,23.3,9.1,10.1,26.11,82.3,1011.46,60,Rain,State Highway,14,Sunday,3,"Mysuru, Karnataka",0,1,0,1,1,India
3,31.0,36.5,9.0,0.0,69.7,1010.07,60,Clear,City Street,14,Monday,6,"Hubballi, Karnataka",0,1,1,0,0,India
3,25.4,17.4,10.7,9.06,61.0,1013.87,50,Thunderstorm,National Highway,16,Tuesday,1,"Mangaluru, Karnataka",1,0,0,0,0,India
1,31.6,2.0,7.2,0.0,69.7,1009.22,50,Clear,City Street,17,Tuesday,5,"Mysuru, Karnataka",0,1,0,0,0,India
2,29.5,2.2,12.6,0.75,54.3,1017.28,60,Rain,City Street,22,Tuesday,12,"Mysuru, Karnataka",0,1,0,0,1,India
3,37.3,5.2,10.0,0.0,60.6,1008.42,50,Fog,State Highway,13,Tuesday,12,"Mangaluru, Karnataka",1,1,0,0,0,India
2,30.6,3.7,5.2,0.0,64.2,1012.84,80,Clear,National Highway,9,Tuesday,10,"Mangaluru, Karnataka",1,1,0,0,0,India
2,33.6,6.9,9.3,0.0,57.1,1006.47,40,Fog,City Street,18,Friday,10,"Hubballi, Karnataka",0,0,0,0,0,India
1,30.0,11.1,8.2,0.0,88.4,1002.13,40,Clear,City Street,8,Sunday,6,"Mysuru, Karnataka",0,0,0,0,0,India
4,29.6,6.9,1.0,4.84,58.8,1011.79,30,Thunderstorm,State Highway,12,Friday,1,"Mangaluru, Karnataka",1,1,0,0,1,India
3,33.8,0.7,9.5,0.0,96.2,1000.98,60,Clear,State Highway,5,Tuesday,10,"Mangaluru, Karnataka",0,1,0,1,0,India
4,31.3,44.6,13.1,26.28,66.0,1020.75,50,Thunderstorm,State Highway,1,Tuesday,2,"Mysuru, Karnataka",0,0,1,0,1,India
1,29.1,6.6,9.7,0.0,61.5,1008.23,30,Clear,Ring Road,22,Friday,2,"Belagavi, Karnataka",0,0,0,0,0,India
2,29.0,22.9,12.1,22.15,57.4,1009.61,80,Rain,State Highway,19,Wednesday,7,"Mysuru, Karnataka",0,1,0,0,1,India
2,30.7,0.9,10.0,0.0,71.3,1008.45,50,Cloudy,National Highway,17,Saturday,1,"Bengaluru, Karnataka",0,1,1,0,0,India
2,24.6,19.9,8.6,0.0,78.4,1010.7,50,Cloudy,City Street,11,Monday,12,"Mysuru, Karnataka",0,0,1,0,0,India
1,24.4,2.3,7.8,0.0,26.9,1011.7,60,Clear,City Street,7,Wednesday,1,"Mangaluru, Karnataka",0,1,1,0,0,India
3,35.1,13.7,6.2,2.53,65.1,1005.8,60,Rain,National Highway,7,Wednesday,5,"Bengaluru, Karnataka",0,1,0,1,0,India
2,37.3,13.0,12.8,0.0,35.2,997.23,40,Clear,Ring Road,8,Wednesday,6,"Mysuru, Karnataka",0,1,0,1,1,India
2,23.4,28.9,12.2,0.0,79.7,1004.5,60,Cloudy,City Street,14,Friday,2,"Belagavi, Karnataka",0,1,0,0,0,India
2,24.7,4.6,9.2,0.0,80.0,1007.57,80,Clear,City Street,17,Friday,3,"Mysuru, Karnataka",0,0,0,1,0,India
2,33.7,1.4,3.9,14.16,65.6,1011.4,50,Thunderstorm,State Highway,16,Sunday,7,"Mysuru, Karnataka",1,0,0,0,0,India
1,30.7,24.0,11.4,0.0,68.1,1010.92,40,Clear,Rural Road,8,Friday,10,"Mysuru, Karnataka",0,0,1,0,0,India
1,31.4,4.8,7.3,0.0,43.6,1013.77,30,Clear,National Highway,22,Saturday,12,"Mangaluru, Karnataka",0,1,0,0,1,India
1,32.5,3.2,10.4,0.0,56.8,1001.79,60,Clear,State Highway,17,Tuesday,7,"Bengaluru, Karnataka",0,0,1,1,0,India
1,26.8,8.0,5.4,0.0,55.8,1005.54,60,Cloudy,National Highway,14,Friday,2,"Mangaluru, Karnataka",1,1,0,0,1,India
2,29.6,1.9,10.3,0.0,58.3,1007.8,120,Clear,City Street,15,Thursday,11,"Mysuru, Karnataka",0,1,0,0,1,India
2,29.3,4.2,9.6,0.0,78.1,1017.62,60,Cloudy,City Street,11,Saturday,9,"Mysuru, Karnataka",0,0,1,0,1,India
4,23.7,5.8,2.8,3.72,84.2,1023.6,50,Heavy Rain,City Street,8,Saturday,10,"Mangaluru, Karnataka",0,1,0,0,0,India
2,29.6,3.9,14.9,0.23,74.2,1003.26,100,Rain,National Highway,10,Tuesday,6,"Mangaluru, Karnataka",0,0,0,1,0,India
1,34.2,7.2,9.0,0.0,60.1,1015.46,40,Cloudy,City Street,17,Monday,12,"Bengaluru, Karnataka",1,0,0,0,0,India
4,26.3,5.8,9.2,0.0,53.8,1010.43,60,Clear,City Street,0,Thursday,9,"Mangaluru, Karnataka",1,1,1,0,1,India
1,28.8,17.9,11.6,0.0,66.4,1012.78,50,Cloudy,State Highway,6,Wednesday,4,"Mangaluru, Karnataka",0,1,1,0,1,India
4,29.0,30.1,9.8,0.0,69.4,1003.38,80,Clear,City Street,3,Friday,4,"Mangaluru, Karnataka",1,1,0,1,1,India
3,26.6,1.3,11.1,13.5,61.7,1016.78,60,Rain,State Highway,3,Monday,6,"Hubballi, Karnataka",0,1,1,0,0,India
2,31.4,20.8,6.6,0.0,55.1,998.89,50,Clear,City Street,19,Friday,3,"Mangaluru, Karnataka",0,0,0,1,0,India
3,24.6,32.2,9.6,0.0,74.2,1003.43,60,Cloudy,National Highway,17,Thursday,10,"Hubballi, Karnataka",0,1,0,1,1,India
4,34.7,13.9,4.3,0.0,75.7,1008.65,80,Clear,City Street,12,Wednesday,11,"Hubballi, Karnataka",1,1,0,0,0,India
4,31.1,50.0,9.3,16.38,45.3,1007.03,40,Heavy Rain,Ring Road,5,Thursday,9,"Mangaluru, Karnataka",0,0,0,0,0,India
1,23.3,4.9,14.3,0.0,59.2,1010.13,50,Clear,Ring Road,13,Sunday,4,"Hubballi, Karnataka",0,1,0,0,0,India
4,36.5,21.3,5.5,0.0,76.7,1006.58,50,Cloudy,State Highway,12,Saturday,9,"Mangaluru, Karnataka",0,1,1,0,0,India
4,28.8,13.4,8.9,0.0,79.8,1008.22,100,Clear,State Highway,7,Saturday,3,"Mysuru, Karnataka",0,1,0,0,0,India
4,24.4,4.7,3.6,12.96,66.0,1009.08,120,Rain,National Highway,12,Tuesday,3,"Mysuru, Karnataka",1,0,0,1,1,India
3,33.5,14.6,10.0,0.0,70.5,1008.88,40,Fog,Rural Road,11,Wednesday,1,"Bengaluru, Karnataka",1,1,1,0,0,India
1,30.5,8.6,11.4,0.0,68.8,1010.74,50,Cloudy,City Street,15,Monday,9,"Mangaluru, Karnataka",1,1,0,0,0,India
1,19.1,2.5,11.2,0.0,79.3,1014.48,50,Cloudy,State Highway,16,Monday,2,"Mangaluru, Karnataka",0,1,1,1,0,India
4,25.4,2.3,8.2,0.0,48.4,1006.23,80,Fog,National Highway,3,Tuesday,7,"Belagavi, Karnataka",1,0,0,0,1,India
3,29.4,15.0,3.6,0.0,69.0,1016.74,60,Cloudy,Ring Road,10,Saturday,2,"Belagavi, Karnataka",0,0,1,0,0,India
1,17.2,14.9,6.3,0.0,51.7,1010.25,40,Cloudy,City Street,15,Monday,9,"Mangaluru, Karnataka",1,0,0,0,0,India
1,28.4,9.1,13.8,0.0,81.3,1016.31,50,Cloudy,State Highway,13,Wednesday,3,"Mangaluru, Karnataka",1,0,0,0,1,India
1,28.8,8.4,12.6,0.0,49.1,1008.29,50,Cloudy,State Highway,19,Monday,12,"Mysuru, Karnataka",0,0,1,1,0,India
1,22.1,2.4,9.7,0.0,71.1,1005.67,50,Clear,State Highway,16,Tuesday,4,"Bengaluru, Karnataka",0,0,0,0,1,India
1,29.4,6.7,10.5,17.1,51.7,1010.4,60,Rain,City Street,7,Saturday,3,"Belagavi, Karnataka",0,1,0,0,1,India
3,28.0,24.6,6.9,0.0,76.3,1022.82,50,Cloudy,Ring Road,5,Sunday,12,"Mysuru, Karnataka",1,1,0,0,0,India
1,22.0,23.1,13.9,0.0,71.6,1003.17,40,Clear,Rural Road,16,Wednesday,12,"Hubballi, Karnataka",0,1,1,0,0,India
2,32.6,13.0,7.8,3.66,68.6,1013.39,60,Rain,State Highway,1,Tuesday,8,"Bengaluru, Karnataka",1,0,0,0,0,India
3,32.2,50.0,11.3,0.0,94.4,1010.89,50,Clear,City Street,15,Thursday,5,"Mysuru, Karnataka",0,0,0,0,0,India
2,26.6,26.8,6.0,0.0,54.5,1012.02,50,Clear,State Highway,21,Monday,10,"Mysuru, Karnataka",0,0,0,0,0,India
1,27.0,1.9,9.5,0.0,78.9,1003.97,30,Cloudy,State Highway,14,Wednesday,8,"Hubballi, Karnataka",1,0,0,0,0,India
4,31.6,6.1,13.7,1.15,82.6,1012.29,100,Heavy Rain,Ring Road,11,Saturday,2,"Mangaluru, Karnataka",1,0,1,0,1,India
4,27.0,1.7,7.2,6.85,78.9,1011.48,80,Heavy Rain,State Highway,16,Monday,5,"Hubballi, Karnataka",1,0,1,0,1,India
3,18.3,7.5,12.2,28.24,54.8,1002.58,50,Thunderstorm,State Highway,12,Tuesday,5,"Bengaluru, Karnataka",0,0,0,1,0,India
4,30.4,18.0,6.8,5.89,61.5,1010.66,50,Heavy Rain,Ring Road,14,Tuesday,4,"Belagavi, Karnataka",0,1,0,0,0,India
2,23.9,2.0,7.3,0.0,55.9,1008.79,80,Clear,National Highway,21,Wednesday,5,"Hubballi, Karnataka",1,1,0,0,0,India
2,26.1,25.5,10.0,0.0,60.5,1008.23,50,Clear,City Street,11,Monday,8,"Belagavi, Karnataka",1,1,0,0,0,India
2,35.3,10.1,12.9,0.37,52.4,1009.77,40,Rain,Ring Road,22,Wednesday,12,"Hubballi, Karnataka",0,0,0,0,1,India
1,27.3,16.6,9.1,0.0,59.6,1015.44,50,Clear,City Street,20,Thursday,1,"Mysuru, Karnataka",0,1,1,0,1,India
1,28.0,0.6,11.9,0.0,87.0,1012.29,50,Cloudy,National Highway,7,Monday,4,"Bengaluru, Karnataka",0,0,0,0,0,India
2,30.5,1.2,13.4,0.0,60.2,1004.78,50,Cloudy,State Highway,4,Saturday,6,"Bengaluru, Karnataka",1,1,0,0,0,India
1,30.5,11.6,7.7,0.0,66.6,1012.49,80,Clear,National Highway,6,Friday,8,"Belagavi, Karnataka",0,1,1,0,0,India
4,23.4,21.9,5.4,0.0,54.1,1009.78,50,Fog,State Highway,0,Tuesday,10,"Mysuru, Karnataka",1,1,0,0,0,India
2,27.7,24.8,8.9,0.0,64.8,1006.92,60,Cloudy,City Street,5,Monday,3,"Mysuru, Karnataka",1,1,0,0,0,India
1,28.2,14.0,13.8,0.0,77.4,1003.8,40,Cloudy,State Highway,16,Sunday,11,"Mangaluru, Karnataka",1,0,1,0,1,India
4,29.4,2.7,7.6,6.66,72.3,1014.03,50,Thunderstorm,State Highway,5,Monday,8,"Belagavi, Karnataka",0,1,0,0,1,India
1,29.4,2.6,13.0,0.0,86.3,1007.15,50,Cloudy,City Street,9,Thursday,8,"Mangaluru, Karnataka",1,1,0,1,1,India
4,40.9,25.6,9.2,0.0,46.9,1014.54,120,Clear,City Street,19,Friday,2,"Mysuru, Karnataka",1,1,0,0,0,India
