Severity,Temperature_F,Wind_Speed_mph,Visibility_mi,Precipitation_in,Humidity_pct,Pressure_in,Speed_Limit,Weather_Condition,Road_Type,Hour,Day_of_Week,Month,State,Junction,Traffic_Signal,Crossing,Stop,Amenity
1,84.9,3.3,5.9,0.0,86.7,29.46,45,Cloudy,City Street,13,Tuesday,12,OH,0,1,0,1,0
1,32.1,2.6,7.7,0.7,52.5,29.78,25,Heavy Rain,Highway,7,Wednesday,7,NC,0,0,0,0,0
1,47.2,6.7,9.4,0.0,39.0,29.8,35,Cloudy,Highway,17,Saturday,12,FL,1,0,1,1,0
4,84.2,6.5,7.2,0.21,46.7,30.29,45,Heavy Rain,Highway,9,Monday,11,OH,0,0,0,0,0
1,69.9,0.1,8.6,0.0,44.2,29.68,35,Clear,Rural Road,1,Sunday,4,IL,0,0,0,0,0
2,63.6,8.5,9.4,0.0,50.9,30.28,35,Snow,Rural Road,16,Friday,1,OH,0,1,0,0,0
1,47.0,12.4,4.3,0.0,54.6,30.26,25,Clear,Highway,7,Wednesday,6,TX,0,0,0,0,0
1,60.6,7.7,10.0,0.0,55.5,29.57,25,Cloudy,Highway,21,Saturday,2,FL,0,0,0,0,0
1,49.2,16.3,5.8,0.0,64.6,29.75,35,Clear,City Street,22,Thursday,8,MI,0,1,0,0,0
2,42.8,2.6,9.5,0.0,50.8,29.94,65,Cloudy,Interstate,21,Friday,8,NC,0,1,0,0,0
1,38.4,1.7,4.6,0.0,81.0,29.68,35,Clear,City Street,10,Monday,11,PA,0,0,0,0,0
3,75.7,9.6,8.3,0.0,21.2,29.45,70,Clear,City Street,0,Saturday,5,MI,0,1,0,1,0
2,58.8,1.7,8.4,0.06,15.5,30.64,65,Thunderstorm,Highway,21,Sunday,3,NC,1,0,0,1,0
2,66.3,0.8,10.0,0.0,80.0,29.01,65,Clear,City Street,11,Monday,11,TX,0,0,1,0,0
2,63.0,0.8,7.3,0.61,78.5,30.02,45,Heavy Rain,Highway,22,Tuesday,11,FL,0,0,0,0,0
1,68.8,11.7,10.0,0.0,84.8,30.58,25,Windy,Rural Road,22,Wednesday,5,OH,0,1,1,0,1
1,54.9,0.2,8.9,0.0,72.7,29.5,25,Clear,State Road,19,Thursday,5,NC,0,1,0,0,0
1,50.4,2.7,10.0,0.05,60.1,29.91,65,Rain,Rural Road,9,Sunday,11,MI,0,0,0,0,1
3,43.7,1.1,2.7,0.0,54.8,30.35,70,Clear,State Road,11,Sunday,8,MI,0,1,0,0,1
1,31.7,11.2,9.4,0.0,28.0,28.38,35,Clear,Rural Road,19,Friday,3,GA,0,0,0,0,0
3,37.6,5.6,0.1,0.0,63.0,29.87,70,Cloudy,State Road,9,Friday,12,FL,0,0,0,0,0
4,52.7,1.8,7.8,0.07,31.3,29.11,65,Thunderstorm,State Road,7,Saturday,12,FL,1,0,1,0,0
3,27.9,11.1,10.0,0.0,100.0,30.38,65,Clear,City Street,14,Tuesday,5,MI,0,0,0,0,0
2,32.4,11.1,10.0,0.0,39.4,29.5,65,Cloudy,Highway,21,Wednesday,5,GA,0,1,1,0,0
1,80.8,5.9,10.0,0.0,58.5,30.79,25,Cloudy,Interstate,17,Friday,12,PA,0,0,0,0,1
3,64.5,2.6,7.1,0.0,90.1,29.42,55,Fog,City Street,14,Sunday,2,IL,1,1,1,1,0
2,51.0,7.1,9.6,0.0,52.7,30.12,55,Clear,City Street,5,Sunday,10,NC,0,1,0,1,0
1,105.0,21.7,10.0,0.09,52.8,29.46,65,Rain,Rural Road,15,Monday,9,IL,0,1,0,1,0
1,27.0,0.4,8.2,0.29,10.0,29.78,45,Rain,Rural Road,23,Sunday,4,NC,0,0,0,0,0
2,79.5,2.5,10.0,0.03,33.8,29.9,55,Rain,City Street,6,Sunday,3,NC,0,0,0,0,0
4,57.8,2.7,6.7,0.72,71.2,29.91,55,Thunderstorm,Interstate,13,Monday,9,PA,0,0,0,0,0
4,75.7,8.0,10.0,0.0,93.5,30.73,55,Snow,Highway,20,Monday,1,PA,0,1,0,1,0
1,62.2,8.4,10.0,0.0,42.2,30.61,45,Clear,Highway,17,Tuesday,1,PA,0,1,0,0,0
2,22.6,1.8,6.2,0.0,63.9,29.53,35,Cloudy,City Street,17,Monday,8,OH,0,1,0,0,0
1,61.9,1.9,10.0,0.0,100.0,29.92,45,Cloudy,State Road,17,Friday,5,NY,0,0,0,0,1
1,66.7,21.1,10.0,0.0,71.3,29.32,45,Clear,State Road,10,Wednesday,10,MI,1,1,0,0,1
2,16.2,11.3,10.0,0.0,79.5,29.2,55,Cloudy,State Road,9,Tuesday,9,FL,0,1,1,0,0
2,98.9,21.8,7.9,0.0,44.7,29.57,55,Cloudy,State Road,18,Saturday,3,FL,1,1,0,0,0
1,66.2,14.2,10.0,0.0,91.0,30.74,65,Cloudy,Rural Road,18,Tuesday,11,NY,0,0,1,0,0
4,73.4,4.1,5.2,0.61,46.2,29.06,55,Hail,City Street,19,Friday,11,OH,1,0,0,0,0
1,36.7,1.0,8.0,0.0,42.6,30.19,45,Clear,Interstate,21,Sunday,12,GA,0,1,0,0,0
3,73.8,7.9,8.3,0.0,89.6,30.13,55,Fog,City Street,13,Thursday,4,TX,1,0,1,0,0
1,81.8,3.5,10.0,0.0,47.3,29.53,45,Cloudy,Highway,13,Saturday,6,FL,0,0,0,0,0
1,65.1,4.4,5.1,0.68,59.9,30.22,25,Rain,Highway,18,Monday,8,OH,0,1,1,0,0
3,59.8,4.4,8.7,0.0,92.5,30.22,45,Snow,State Road,16,Tuesday,4,FL,0,0,1,0,0
1,42.1,22.1,6.5,0.0,41.7,29.88,55,Cloudy,Rural Road,17,Friday,9,IL,1,0,0,0,1
1,55.7,0.6,8.3,0.0,55.3,29.82,45,Cloudy,Highway,18,Friday,4,NY,0,0,0,0,0
2,49.8,1.7,9.2,0.0,47.8,29.78,65,Cloudy,Highway,20,Monday,8,FL,0,1,0,0,0
3,71.4,7.5,4.2,0.0,53.4,29.48,70,Cloudy,Interstate,10,Sunday,3,NC,0,0,0,0,0
3,43.0,17.2,10.0,0.0,60.8,29.98,45,Fog,City Street,10,Sunday,12,FL,0,1,1,0,0
2,71.3,20.0,9.3,0.0,86.8,29.65,25,Snow,Highway,5,Monday,4,CA,0,1,1,1,0
3,43.2,6.5,5.4,0.0,92.8,29.98,70,Clear,Highway,14,Saturday,5,TX,0,1,0,1,0
2,54.8,0.3,7.0,0.0,63.1,29.59,55,Clear,Rural Road,2,Monday,4,PA,1,1,0,0,0
1,72.3,3.6,10.0,0.0,45.5,29.57,25,Cloudy,Rural Road,12,Monday,6,GA,1,0,0,0,0
2,45.9,20.1,9.2,0.0,73.6,29.63,55,Clear,Highway,14,Friday,1,GA,0,0,0,1,0
1,73.0,5.5,5.1,0.47,60.1,30.53,25,Rain,State Road,9,Monday,11,NY,0,1,1,0,0
2,71.1,10.4,5.6,0.0,60.8,29.21,65,Clear,Rural Road,15,Wednesday,9,IL,1,0,0,0,0
3,54.6,2.5,9.9,0.0,39.4,30.79,55,Cloudy,City Street,2,Wednesday,10,IL,0,1,0,1,0
3,83.2,0.2,10.0,0.0,27.7,30.28,70,Clear,Rural Road,2,Friday,3,TX,0,0,1,1,1
1,61.6,6.9,9.1,0.0,59.6,29.12,45,Clear,City Street,19,Saturday,4,FL,1,0,0,0,0
2,82.0,14.4,7.1,0.67,38.6,29.61,70,Rain,Interstate,10,Tuesday,10,OH,0,0,0,0,0
3,95.9,37.1,10.0,0.0,49.4,29.09,65,Cloudy,State Road,6,Tuesday,10,FL,0,0,0,0,1
4,55.2,15.0,7.1,0.17,89.7,30.22,65,Hail,Highway,13,Sunday,6,NY,1,1,0,0,0
4,72.9,6.5,5.4,0.0,58.6,30.54,45,Fog,City Street,18,Monday,12,OH,0,0,0,0,1
1,47.2,7.5,10.0,0.0,82.1,30.01,45,Cloudy,City Street,7,Thursday,10,IL,0,0,0,0,0
2,39.3,13.9,9.5,0.0,65.9,30.51,45,Clear,Rural Road,15,Thursday,9,TX,1,0,1,0,0
3,56.1,0.2,5.6,0.0,71.7,29.99,25,Snow,Highway,5,Saturday,5,FL,0,0,1,1,0
4,32.7,24.2,8.4,0.0,49.0,30.39,55,Fog,Rural Road,4,Tuesday,1,IL,1,1,0,1,0
3,41.2,6.1,8.1,0.0,83.1,30.05,65,Snow,Highway,14,Sunday,3,NC,0,1,0,1,0
3,71.8,24.3,7.0,0.0,66.2,29.91,65,Clear,City Street,14,Monday,6,MI,0,0,1,0,0
1,49.7,11.6,8.7,0.0,54.7,30.29,55,Windy,Highway,16,Tuesday,1,GA,0,0,0,1,0
1,74.2,1.3,5.2,0.0,66.2,29.82,45,Clear,City Street,17,Tuesday,5,IL,0,0,0,0,0
1,66.0,1.4,10.0,0.02,45.7,30.63,65,Rain,City Street,22,Tuesday,12,MI,0,1,0,1,1
4,97.0,3.5,8.0,0.0,54.1,29.74,55,Fog,State Road,13,Tuesday,12,FL,1,0,0,0,0
3,70.5,2.5,3.2,0.0,58.9,30.18,65,Clear,Highway,9,Tuesday,10,PA,1,1,0,0,0
3,82.3,4.6,7.3,0.0,49.5,29.55,45,Fog,City Street,18,Friday,10,NC,0,0,0,0,0
1,68.0,7.4,6.2,0.0,91.2,29.11,35,Clear,Rural Road,8,Sunday,6,IL,0,0,0,0,0
3,66.2,4.6,0.1,0.15,51.7,30.08,25,Hail,State Road,12,Friday,1,FL,0,1,0,0,1
3,83.3,0.5,7.5,0.0,100.0,29.0,65,Clear,Highway,5,Tuesday,10,IL,0,1,0,1,0
4,73.4,29.7,10.0,0.79,61.3,30.97,55,Thunderstorm,Highway,1,Tuesday,2,TX,0,0,1,0,0
1,64.2,4.4,7.7,0.0,55.3,29.72,25,Clear,Interstate,22,Friday,2,MI,0,0,0,0,0
2,64.1,15.2,10.0,0.66,49.9,29.86,65,Rain,State Road,19,Wednesday,7,TX,0,0,0,0,1
2,70.8,0.6,8.0,0.0,68.4,29.74,55,Cloudy,Highway,17,Saturday,1,FL,0,0,1,0,0
1,46.6,13.3,6.6,0.0,77.9,29.97,55,Cloudy,City Street,11,Monday,12,FL,0,0,1,0,0
2,45.7,1.5,5.8,0.0,10.0,30.07,65,Clear,City Street,7,Wednesday,1,OH,0,1,1,1,0
2,88.5,9.1,4.2,0.08,60.1,29.48,55,Rain,Highway,7,Wednesday,5,TX,0,1,0,1,0
2,97.3,8.7,10.0,0.0,20.2,28.62,35,Clear,Interstate,8,Wednesday,6,CA,0,1,0,1,1
3,41.4,19.2,10.0,0.0,79.6,29.35,55,Cloudy,City Street,14,Friday,2,TX,0,1,0,0,0
2,46.6,3.1,7.2,0.0,80.0,29.66,70,Clear,City Street,17,Friday,3,NY,0,0,0,1,0
4,82.9,0.9,1.9,0.42,60.8,30.04,45,Thunderstorm,State Road,16,Sunday,7,TX,1,0,0,0,0
1,70.7,16.0,9.4,0.0,64.2,29.99,45,Clear,Rural Road,8,Friday,10,NY,0,0,1,0,0
1,73.5,3.2,5.3,0.0,31.4,30.28,25,Clear,Highway,22,Saturday,12,NC,0,1,0,0,0
1,77.9,2.1,8.4,0.0,49.1,29.08,55,Clear,Highway,17,Tuesday,7,GA,0,0,0,1,0
3,55.2,5.3,3.4,0.0,47.8,29.45,65,Cloudy,Highway,14,Friday,2,OH,1,0,0,0,1
1,66.6,1.3,8.3,0.0,51.0,29.68,75,Clear,City Street,15,Thursday,11,NY,0,1,0,0,1
2,65.0,2.8,7.6,0.0,77.4,30.66,55,Cloudy,City Street,11,Saturday,9,TX,0,0,1,0,0
4,42.8,3.9,0.8,0.0,85.6,31.26,45,Fog,City Street,8,Saturday,10,FL,0,0,0,0,0
1,66.3,2.6,10.0,0.01,72.2,29.23,70,Rain,Highway,10,Tuesday,6,FL,0,0,0,1,0
1,84.8,4.8,7.0,0.0,53.5,30.45,35,Cloudy,City Street,17,Monday,12,NC,1,0,0,0,0
3,53.3,3.9,7.2,0.0,45.1,29.94,65,Clear,City Street,0,Thursday,9,CA,1,1,1,0,1
1,63.1,11.9,9.6,0.32,61.8,30.18,45,Rain,State Road,6,Wednesday,4,TX,0,1,1,0,0
3,64.1,20.0,7.8,0.0,65.9,29.24,70,Clear,Rural Road,3,Friday,4,PA,1,0,0,1,1
4,54.3,0.9,9.1,0.4,55.6,30.58,65,Heavy Rain,State Road,3,Monday,6,OH,0,1,1,0,0
2,73.5,13.9,4.6,0.0,46.8,28.79,45,Clear,City Street,19,Friday,3,TX,0,0,0,1,0
3,46.4,21.5,7.6,0.0,72.3,29.24,65,Cloudy,Highway,17,Thursday,10,FL,0,1,0,1,1
2,86.7,9.3,2.3,0.0,74.3,29.77,70,Cloudy,City Street,12,Wednesday,11,MI,0,1,0,1,0
4,72.5,45.1,7.3,0.0,33.8,29.6,45,Snow,Interstate,5,Thursday,9,PA,0,0,0,0,0
1,41.3,3.3,10.0,0.0,52.3,29.91,55,Clear,Interstate,13,Sunday,4,FL,0,1,0,0,0
2,94.0,14.2,3.5,0.0,75.6,29.56,45,Cloudy,Highway,12,Saturday,9,NY,0,0,1,0,0
3,63.4,9.0,6.9,0.0,79.8,29.72,70,Clear,State Road,7,Saturday,3,CA,0,1,0,0,0
3,45.5,3.1,1.6,0.39,61.3,29.81,75,Rain,Highway,12,Tuesday,3,FL,0,0,0,1,1
3,82.1,9.8,8.0,0.0,67.3,29.79,35,Fog,Rural Road,11,Wednesday,1,FL,1,1,1,0,0
1,69.9,5.7,9.4,0.0,65.1,29.97,55,Cloudy,City Street,15,Monday,9,NY,1,1,0,0,0
1,24.6,1.7,9.2,0.0,79.1,30.35,55,Cloudy,State Road,16,Monday,2,GA,0,1,1,1,0
4,49.5,1.5,6.2,0.0,37.8,29.52,70,Fog,Highway,3,Tuesday,7,TX,1,0,0,1,1
3,65.6,10.0,1.6,0.0,65.4,30.57,65,Cloudy,Interstate,10,Saturday,2,NY,0,0,1,0,0
3,16.8,10.0,4.3,0.0,42.2,29.92,45,Cloudy,City Street,15,Monday,9,CA,1,0,0,0,0
1,61.7,6.1,10.0,0.0,81.8,30.53,55,Cloudy,Highway,13,Wednesday,3,PA,1,0,0,0,1
1,63.2,5.6,10.0,2.31,38.8,29.73,45,Rain,State Road,19,Monday,12,OH,0,0,1,1,0
1,36.3,1.6,7.7,0.0,68.2,29.47,45,Clear,Highway,16,Tuesday,4,NC,0,0,0,0,0
3,65.4,4.5,8.5,0.0,42.3,29.94,65,Snow,City Street,7,Saturday,3,NY,0,1,0,0,0
4,60.1,16.4,4.9,0.0,75.0,31.18,55,Cloudy,Interstate,5,Sunday,12,IL,1,1,0,0,0
1,36.2,15.4,10.0,0.0,68.8,29.22,35,Clear,Rural Road,16,Wednesday,12,CA,0,1,1,0,0
4,78.4,8.7,5.8,0.11,64.8,30.24,55,Heavy Rain,State Road,1,Tuesday,8,OH,1,0,0,0,0
2,76.8,47.5,9.3,0.0,99.2,29.99,55,Cloudy,Rural Road,15,Thursday,5,CA,0,0,0,0,0
2,54.2,17.9,4.0,0.0,45.9,30.1,45,Clear,State Road,21,Monday,10,PA,0,0,0,0,0
1,56.0,1.3,7.5,0.0,78.5,29.3,25,Rain,Highway,14,Wednesday,8,FL,1,0,0,0,0
4,74.5,4.1,10.0,0.0,83.4,30.13,70,Fog,Interstate,11,Saturday,2,GA,1,0,0,0,0
4,56.0,1.1,5.2,0.0,78.5,30.05,70,Fog,State Road,16,Monday,5,OH,0,0,1,0,0
1,21.4,5.0,10.0,0.85,46.5,29.16,45,Thunderstorm,State Road,12,Tuesday,5,IL,0,0,0,1,0
4,69.7,12.0,4.8,0.0,55.3,29.97,55,Snow,Interstate,14,Tuesday,4,PA,0,0,0,0,0
2,43.7,1.4,5.3,0.0,47.9,29.78,70,Clear,Highway,21,Wednesday,5,IL,0,1,0,0,0
1,52.2,17.0,8.0,0.0,54.1,29.72,55,Cloudy,City Street,11,Monday,8,CA,1,0,0,0,0
3,89.2,6.7,10.0,0.0,43.2,29.88,35,Snow,Interstate,22,Wednesday,12,NC,0,0,0,0,0
3,57.3,11.1,7.1,0.0,52.7,30.44,55,Cloudy,City Street,20,Thursday,1,GA,0,0,1,0,1
1,60.0,0.4,9.9,1.75,89.4,30.13,45,Rain,Highway,7,Monday,4,GA,0,0,0,0,0
1,70.2,0.8,10.0,0.0,53.6,29.38,55,Rain,State Road,4,Saturday,6,IL,1,1,0,0,0
3,70.1,7.8,5.7,0.0,62.1,30.15,65,Cloudy,Highway,6,Friday,8,GA,0,1,1,0,0
4,41.6,14.6,3.4,0.0,45.5,29.88,45,Fog,State Road,0,Tuesday,10,OH,0,1,0,0,0
3,58.8,16.6,6.9,0.0,59.7,29.59,65,Cloudy,City Street,5,Monday,3,IL,1,1,0,0,0
1,60.7,9.3,10.0,0.0,76.5,29.28,35,Cloudy,State Road,16,Sunday,11,MI,1,0,1,0,1
3,65.4,1.8,5.6,0.0,69.8,30.3,55,Windy,State Road,5,Monday,8,NY,0,0,0,0,0
1,65.8,1.7,10.0,0.0,88.4,29.61,45,Cloudy,City Street,9,Thursday,8,TX,1,0,0,1,1
2,105.0,17.1,7.2,0.0,35.8,30.35,75,Clear,City Street,19,Friday,2,NY,1,1,0,0,0
1,36.5,1.0,10.0,0.0,44.9,29.36,25,Cloudy,Rural Road,1,Sunday,3,TX,1,1,0,1,1
2,79.6,9.3,10.0,0.0,51.7,30.9,45,Snow,State Road,18,Thursday,7,FL,1,0,0,0,1
4,83.7,6.1,10.0,0.95,90.5,31.22,65,Heavy Rain,Rural Road,9,Thursday,6,MI,0,1,0,0,1
3,69.9,4.4,3.1,0.14,66.0,30.17,45,Heavy Rain,City Street,6,Saturday,9,FL,1,0,0,1,0
2,47.0,4.6,0.8,0.6,31.7,30.55,35,Rain,State Road,17,Wednesday,5,PA,0,0,0,0,0
2,93.3,23.2,8.2,0.0,81.8,29.67,70,Clear,Highway,15,Wednesday,1,CA,0,1,0,1,0
4,16.2,15.8,10.0,0.0,62.2,29.62,55,Snow,State Road,20,Saturday,11,OH,0,0,0,0,0
4,46.3,16.0,9.5,0.0,77.8,30.5,55,Fog,City Street,17,Friday,1,IL,0,0,1,0,0
1,83.4,4.2,5.8,0.0,91.7,29.98,45,Clear,Highway,18,Friday,7,IL,0,0,1,0,0
2,52.6,0.9,3.5,0.0,40.4,29.21,35,Clear,Interstate,9,Tuesday,8,NC,0,0,1,0,0
3,91.9,49.1,10.0,0.03,91.7,29.94,55,Hail,City Street,7,Wednesday,10,MI,1,0,1,0,0
3,29.8,1.3,10.0,0.0,58.5,29.29,55,Snow,Interstate,17,Wednesday,10,CA,0,0,1,1,0
3,37.8,5.8,6.0,0.0,51.7,29.81,45,Fog,Highway,18,Sunday,10,PA,1,0,0,0,0
2,49.4,2.5,10.0,0.0,63.1,30.42,25,Fog,State Road,23,Monday,5,OH,0,1,0,1,0
2,68.3,5.7,10.0,0.0,36.1,30.63,65,Cloudy,Highway,11,Sunday,11,NC,0,0,0,0,0
1,55.6,2.9,7.4,0.42,59.6,30.04,55,Rain,Highway,10,Sunday,11,GA,1,0,0,1,1
2,50.2,18.2,7.5,0.0,55.1,30.57,55,Cloudy,Rural Road,18,Friday,3,CA,0,0,0,0,1
1,88.4,27.6,9.7,0.0,41.2,29.67,35,Clear,Highway,10,Wednesday,1,PA,1,0,0,0,0
2,90.3,4.2,7.1,0.36,47.1,30.75,45,Rain,State Road,21,Friday,5,OH,1,1,0,0,0
2,51.7,0.6,10.0,0.0,82.8,29.54,55,Cloudy,Highway,19,Saturday,3,PA,1,0,0,1,0
3,25.8,8.7,6.8,0.39,56.4,29.5,65,Rain,State Road,11,Tuesday,11,MI,0,1,1,0,0
2,16.9,3.8,7.9,0.0,40.4,29.67,35,Cloudy,Rural Road,17,Saturday,9,OH,0,1,0,0,0
3,64.8,34.1,3.7,0.0,69.0,29.53,65,Cloudy,City Street,17,Monday,12,PA,0,0,1,1,0
1,73.1,0.7,7.3,0.0,75.3,30.16,45,Clear,City Street,6,Wednesday,11,PA,0,1,0,1,0
2,61.3,1.0,5.0,0.0,60.0,30.53,65,Clear,State Road,20,Tuesday,2,NY,0,0,0,0,0
2,58.6,9.6,9.0,0.0,35.3,29.91,70,Clear,Interstate,13,Thursday,10,OH,1,0,0,0,0
3,43.9,11.4,3.0,0.0,10.0,30.06,65,Clear,City Street,19,Sunday,1,IL,0,1,0,0,1
1,73.1,5.1,10.0,0.05,42.0,29.21,25,Hail,State Road,9,Wednesday,1,IL,0,1,0,1,0
1,93.6,2.6,5.4,0.0,81.1,29.95,45,Clear,State Road,20,Saturday,12,MI,0,0,0,0,0
2,15.7,3.0,10.0,0.0,79.3,30.79,55,Clear,Interstate,11,Thursday,7,CA,1,0,0,0,1
3,58.4,3.3,10.0,0.0,44.1,30.61,65,Cloudy,City Street,0,Saturday,8,GA,0,1,1,0,0
1,40.6,2.0,9.6,0.25,55.3,29.35,45,Rain,City Street,20,Sunday,10,MI,1,0,0,0,0
3,30.2,15.2,3.4,0.0,74.0,29.68,45,Clear,State Road,5,Wednesday,3,CA,1,0,0,0,0
3,37.4,0.5,6.1,0.04,57.2,31.6,45,Heavy Rain,Highway,9,Wednesday,3,GA,0,0,1,0,0
3,67.6,4.2,5.3,0.04,78.7,30.11,65,Heavy Rain,City Street,22,Tuesday,11,NY,0,0,0,0,0
3,68.1,11.0,5.7,0.0,58.1,30.66,70,Clear,City Street,22,Saturday,10,PA,0,0,1,0,0
1,89.2,0.0,10.0,0.0,69.6,30.7,65,Clear,City Street,14,Friday,11,PA,1,0,0,0,0
3,60.2,16.8,7.5,0.07,53.5,29.34,45,Thunderstorm,City Street,16,Thursday,10,MI,0,0,0,0,0
4,24.8,9.8,6.0,0.0,44.3,30.26,55,Snow,Highway,12,Wednesday,5,CA,0,0,1,1,0
1,55.2,0.6,5.8,1.07,83.3,29.99,55,Rain,City Street,9,Monday,4,IL,1,1,0,0,0
3,32.3,18.0,6.4,0.0,30.0,30.77,25,Clear,Interstate,9,Tuesday,5,MI,0,1,0,1,0
2,35.9,5.3,9.6,0.0,48.0,30.88,70,Cloudy,Rural Road,16,Tuesday,1,TX,0,0,0,0,0
2,71.6,8.4,3.1,0.0,58.1,29.48,55,Cloudy,State Road,17,Saturday,6,OH,0,0,0,1,0
1,63.9,17.1,8.3,0.0,77.2,31.62,70,Clear,State Road,18,Friday,12,PA,0,1,1,0,0
1,71.8,17.0,9.3,0.0,42.4,29.98,65,Cloudy,Rural Road,18,Tuesday,9,CA,1,0,0,0,0
3,52.9,4.2,2.8,0.45,62.5,30.22,65,Rain,City Street,5,Wednesday,8,OH,0,0,0,0,0
3,75.8,2.2,3.7,0.0,32.3,28.57,45,Clear,City Street,13,Tuesday,5,CA,1,0,0,0,0
4,51.7,2.4,7.9,0.31,68.8,30.4,70,Heavy Rain,Interstate,4,Tuesday,10,IL,0,1,0,0,0
2,82.3,11.6,10.0,0.0,96.5,28.82,35,Snow,City Street,14,Monday,4,MI,0,0,0,0,0
1,66.9,21.2,10.0,0.0,20.8,29.83,75,Clear,City Street,12,Saturday,1,IL,0,0,0,0,1
3,55.9,0.6,6.2,0.0,45.5,29.62,55,Snow,Highway,20,Monday,9,IL,1,1,0,0,0
1,64.2,0.1,10.0,0.0,76.7,30.13,45,Clear,Highway,10,Wednesday,8,PA,0,0,0,1,0
4,59.6,13.8,7.0,0.0,100.0,29.99,65,Snow,Highway,6,Tuesday,9,NY,0,0,0,1,1
2,91.9,3.9,7.0,0.0,71.8,30.19,65,Clear,Interstate,6,Wednesday,10,PA,0,0,0,0,0
1,64.9,2.6,8.3,0.0,45.4,30.52,65,Clear,State Road,18,Saturday,5,NY,0,0,1,0,0
1,60.0,1.7,10.0,1.19,57.0,29.4,45,Rain,State Road,15,Wednesday,5,GA,0,1,1,0,0
1,55.2,3.4,6.2,0.0,35.5,29.8,25,Cloudy,Rural Road,6,Wednesday,8,IL,0,1,1,0,0
4,76.9,28.5,6.8,0.0,76.1,29.48,70,Fog,City Street,5,Wednesday,7,PA,0,1,0,1,0
3,74.2,30.2,4.3,0.0,80.9,29.44,65,Cloudy,City Street,17,Monday,10,PA,1,1,1,0,0
1,54.5,3.2,9.1,0.0,88.1,30.87,45,Clear,Highway,5,Thursday,11,PA,0,0,0,1,0
2,36.9,26.5,10.0,0.0,53.4,29.27,35,Cloudy,Rural Road,19,Tuesday,2,MI,0,0,0,1,0
1,42.0,2.9,10.0,0.0,43.8,29.49,55,Cloudy,Highway,17,Friday,3,FL,1,0,0,1,0
3,56.3,15.4,3.9,0.0,89.9,31.0,45,Clear,Highway,5,Friday,2,MI,1,0,0,1,1
2,87.0,1.9,6.9,0.64,87.6,29.84,35,Rain,Highway,5,Saturday,8,PA,0,1,0,0,0
3,55.0,14.0,10.0,0.61,40.2,29.87,55,Heavy Rain,Highway,23,Friday,2,PA,1,0,0,0,1
3,48.1,3.5,8.7,0.0,52.5,30.1,65,Snow,Highway,10,Friday,3,PA,0,0,0,0,0
4,24.8,1.7,8.1,0.13,75.8,29.3,55,Hail,City Street,10,Friday,9,MI,0,0,0,0,0
2,90.3,21.8,8.0,0.0,55.0,29.44,55,Clear,Highway,18,Friday,12,NY,1,0,1,0,0
3,71.4,1.9,9.6,0.11,60.6,29.59,75,Rain,City Street,21,Wednesday,9,PA,0,0,0,0,0
3,75.9,38.5,8.9,0.0,30.6,30.42,65,Cloudy,Highway,23,Monday,5,TX,0,1,0,1,0
1,79.2,0.9,6.3,0.01,37.6,30.24,35,Rain,Highway,17,Friday,2,TX,0,0,0,0,1
1,56.7,0.1,10.0,0.0,58.2,29.58,45,Cloudy,City Street,10,Tuesday,1,TX,0,0,0,0,0
4,61.7,16.4,4.4,0.0,46.0,29.83,55,Windy,Interstate,5,Saturday,8,TX,0,0,1,0,0
3,89.8,7.1,10.0,0.31,37.0,30.29,55,Rain,Rural Road,18,Friday,2,GA,0,1,1,0,0
4,63.6,4.4,5.3,1.29,53.7,28.71,65,Thunderstorm,Interstate,14,Wednesday,1,TX,1,1,0,0,1
2,71.8,0.7,9.6,0.0,42.4,30.05,45,Snow,City Street,11,Sunday,6,OH,1,1,1,0,1
2,77.4,6.8,7.5,0.0,60.6,30.28,45,Fog,City Street,20,Friday,6,GA,1,1,0,1,0
3,72.9,4.0,6.6,0.0,79.8,29.44,35,Snow,City Street,6,Thursday,2,IL,0,1,0,0,1
1,57.4,5.3,10.0,0.0,54.0,30.23,25,Cloudy,City Street,13,Tuesday,11,FL,0,0,0,0,0
2,59.3,8.0,10.0,0.0,51.5,29.91,65,Clear,Highway,0,Tuesday,8,MI,1,1,0,0,1
3,75.6,8.2,7.8,0.0,81.5,30.81,70,Cloudy,City Street,12,Tuesday,4,NC,0,1,0,0,0
1,75.5,25.9,10.0,0.0,74.7,29.64,35,Clear,State Road,4,Thursday,2,PA,0,0,1,0,0
2,83.4,8.5,10.0,0.0,76.0,30.2,70,Cloudy,State Road,6,Tuesday,1,TX,0,1,0,1,0
1,71.0,3.3,5.6,0.0,10.0,29.17,45,Cloudy,City Street,6,Friday,7,PA,1,0,0,0,0
3,71.9,3.2,1.2,0.0,51.0,29.94,70,Cloudy,Highway,16,Saturday,11,OH,1,0,0,1,0
1,51.1,5.2,8.3,0.39,48.6,30.31,25,Hail,State Road,17,Monday,2,IL,0,0,0,1,0
1,48.4,2.4,10.0,0.0,43.5,29.64,25,Fog,Highway,15,Friday,8,FL,1,1,0,0,0
1,75.6,3.8,9.8,0.0,81.1,30.46,45,Clear,Interstate,22,Thursday,1,NC,1,0,0,0,0
2,48.5,14.8,10.0,0.0,49.1,30.36,65,Cloudy,Highway,10,Monday,11,IL,0,0,0,0,0
1,59.6,15.7,6.2,0.0,32.2,29.97,45,Cloudy,Highway,9,Tuesday,1,GA,0,0,1,0,0
